claim_id,customer_id,vehicle_id,claim_amount,claim_date,claim_type
360,9024,9024,10000,2025-08-28,1
361,9041,9041,10000,2025-09-14,1
362,9048,9048,10000,2025-09-21,1
363,9064,9064,10000,2025-10-07,1
364,9071,9071,10000,2025-10-14,1
365,9085,9085,10000,2025-10-28,1
366,9125,9125,10000,2025-12-07,1
367,9139,9139,10000,2025-12-21,1
368,9156,9156,10000,2025-01-06,1
369,9177,9177,10000,2025-01-27,1
370,9230,9230,10000,2025-03-21,1
371,9268,9268,10000,2025-04-28,1
372,9291,9291,10000,2025-05-21,1
373,9308,9308,10000,2025-06-07,1
374,9315,9315,10000,2025-06-14,1
375,9329,9329,10000,2025-06-28,1
376,9338,9338,10000,2025-07-07,1
377,9345,9345,10000,2025-07-14,1
378,9352,9352,10000,2025-07-21,1
379,9383,9383,10000,2025-08-21,1
380,9414,9414,10000,2025-09-21,1
381,9437,9437,10000,2025-10-14,1
382,9451,9451,10000,2025-10-28,1
383,9468,9468,10000,2025-11-14,1
384,9505,9505,10000,2025-12-21,1
385,9536,9536,10000,2025-01-20,1
386,9560,9560,10000,2025-02-13,1
387,9567,9567,10000,2025-02-20,1
388,9620,9620,10000,2025-04-14,1
389,9643,9643,10000,2025-05-07,1
390,9681,9681,10000,2025-06-14,1
391,9704,9704,10000,2025-07-07,1
392,9718,9718,10000,2025-07-21,1
393,9725,9725,10000,2025-07-28,1
394,9742,9742,10000,2025-08-14,1
395,9756,9756,10000,2025-08-28,1
396,9796,9796,10000,2025-10-07,1
397,9834,9834,10000,2025-11-14,1
398,9888,9888,10000,2025-01-06,1
399,9902,9902,10000,2025-01-20,1
400,9909,9909,10000,2025-01-27,1
401,9955,9955,10000,2025-03-14,1
402,9979,9979,10000,2025-04-07,1
403,9993,9993,10000,2025-04-21,1
404,10009,10009,10000,2025-05-07,1
405,10023,10023,10000,2025-05-21,1
406,10040,10040,10000,2025-06-07,1
407,10047,10047,10000,2025-06-14,1
408,10070,10070,10000,2025-07-07,1
409,10077,10077,10000,2025-07-14,1
410,10132,10132,10000,2025-09-07,1
411,10139,10139,10000,2025-09-14,1
412,10146,10146,10000,2025-09-21,1
413,10153,10153,10000,2025-09-28,1
414,10162,10162,10000,2025-10-07,1
415,10230,10230,10000,2025-12-14,1
416,10237,10237,10000,2025-12-21,1
417,10261,10261,10000,2025-01-13,1
418,10275,10275,10000,2025-01-27,1
419,10314,10314,10000,2025-03-07,1
420,10321,10321,10000,2025-03-14,1
421,10328,10328,10000,2025-03-21,1
422,10352,10352,10000,2025-04-14,1
423,10359,10359,10000,2025-04-21,1
424,10420,10420,10000,2025-06-21,1
425,10443,10443,10000,2025-07-14,1
426,10450,10450,10000,2025-07-21,1
427,10474,10474,10000,2025-08-14,1
428,10488,10488,10000,2025-08-28,1
429,10519,10519,10000,2025-09-28,1
430,10559,10559,10000,2025-11-07,1
431,10634,10634,10000,2025-01-20,1
432,10641,10641,10000,2025-01-27,1
433,10687,10687,10000,2025-03-14,1
434,10741,10741,10000,2025-05-07,1
435,10772,10772,10000,2025-06-07,1
436,10779,10779,10000,2025-06-14,1
437,10786,10786,10000,2025-06-21,1
438,10809,10809,10000,2025-07-14,1
439,10823,10823,10000,2025-07-28,1
440,10833,10833,10000,2025-08-07,1
441,10854,10854,10000,2025-08-28,1
442,10915,10915,10000,2025-10-28,1
443,10976,10976,10000,2025-12-28,1
444,10986,10986,10000,2025-01-06,1
445,11000,11000,10000,2025-01-20,1
446,11038,11038,10000,2025-02-27,1
447,11067,11067,10000,2025-03-28,1
448,11077,11077,10000,2025-04-07,1
449,11084,11084,10000,2025-04-14,1
450,11114,11114,10000,2025-05-14,1
451,11168,11168,10000,2025-07-07,1
452,11220,11220,10000,2025-08-28,1
453,11230,11230,10000,2025-09-07,1
454,11260,11260,10000,2025-10-07,1
455,11281,11281,10000,2025-10-28,1
456,11328,11328,10000,2025-12-14,1
457,11342,11342,10000,2025-12-28,1
458,11359,11359,10000,2025-01-13,1
459,11373,11373,10000,2025-01-27,1
460,11404,11404,10000,2025-02-27,1
461,11412,11412,10000,2025-03-07,1
462,11426,11426,10000,2025-03-21,1
463,11450,11450,10000,2025-04-14,1
464,11457,11457,10000,2025-04-21,1
465,11464,11464,10000,2025-04-28,1
466,11487,11487,10000,2025-05-21,1
467,11518,11518,10000,2025-06-21,1
468,11548,11548,10000,2025-07-21,1
469,11626,11626,10000,2025-10-07,1
470,11687,11687,10000,2025-12-07,1
471,11694,11694,10000,2025-12-14,1
472,11725,11725,10000,2025-01-13,1
473,11732,11732,10000,2025-01-20,1
474,11756,11756,10000,2025-02-13,1
475,11785,11785,10000,2025-03-14,1
476,11799,11799,10000,2025-03-28,1
477,11839,11839,10000,2025-05-07,1
478,11884,11884,10000,2025-06-21,1
479,11891,11891,10000,2025-06-28,1
480,11914,11914,10000,2025-07-21,1
481,11945,11945,10000,2025-08-21,1
482,11962,11962,10000,2025-09-07,1
483,11969,11969,10000,2025-09-14,1
484,11999,11999,10000,2025-10-14,1
485,12037,12037,10000,2025-11-21,1
486,12060,12060,10000,2025-12-14,1
487,12074,12074,10000,2025-12-28,1
488,12115,12115,10000,2025-02-06,1
489,12151,12151,10000,2025-03-14,1
490,12165,12165,10000,2025-03-28,1
491,12182,12182,10000,2025-04-14,1
492,12226,12226,10000,2025-05-28,1
493,12250,12250,10000,2025-06-21,1
494,12287,12287,10000,2025-07-28,1
495,12311,12311,10000,2025-08-21,1
496,12342,12342,10000,2025-09-21,1
497,12349,12349,10000,2025-09-28,1
498,12389,12389,10000,2025-11-07,1
499,12403,12403,10000,2025-11-21,1
500,12419,12419,10000,2025-12-07,1
501,12450,12450,10000,2025-01-06,1
502,12510,12510,10000,2025-03-07,1
503,12555,12555,10000,2025-04-21,1
504,12578,12578,10000,2025-05-14,1
505,12609,12609,10000,2025-06-14,1
506,12623,12623,10000,2025-06-28,1
507,12670,12670,10000,2025-08-14,1
508,12677,12677,10000,2025-08-21,1
509,12684,12684,10000,2025-08-28,1
510,12694,12694,10000,2025-09-07,1
511,12715,12715,10000,2025-09-28,1
512,12724,12724,10000,2025-10-07,1
513,12731,12731,10000,2025-10-14,1
514,12745,12745,10000,2025-10-28,1
515,12755,12755,10000,2025-11-07,1
516,12816,12816,10000,2025-01-06,1
517,12830,12830,10000,2025-01-20,1
518,12837,12837,10000,2025-01-27,1
519,12861,12861,10000,2025-02-20,1
520,12914,12914,10000,2025-04-14,1
521,12921,12921,10000,2025-04-21,1
522,12944,12944,10000,2025-05-14,1
523,13005,13005,10000,2025-07-14,1
524,13019,13019,10000,2025-07-28,1
525,13036,13036,10000,2025-08-14,1
526,13043,13043,10000,2025-08-21,1
527,13097,13097,10000,2025-10-14,1
528,13104,13104,10000,2025-10-21,1
529,13121,13121,10000,2025-11-07,1
530,13142,13142,10000,2025-11-28,1
531,13151,13151,10000,2025-12-07,1
532,13165,13165,10000,2025-12-21,1
533,13189,13189,10000,2025-01-13,1
534,13196,13196,10000,2025-01-20,1
535,13203,13203,10000,2025-01-27,1
536,13227,13227,10000,2025-02-20,1
537,13273,13273,10000,2025-04-07,1
538,13280,13280,10000,2025-04-14,1
539,13287,13287,10000,2025-04-21,1
540,13317,13317,10000,2025-05-21,1
541,13334,13334,10000,2025-06-07,1
542,13385,13385,10000,2025-07-28,1
543,13395,13395,10000,2025-08-07,1
544,13416,13416,10000,2025-08-28,1
545,13433,13433,10000,2025-09-14,1
546,13477,13477,10000,2025-10-28,1
547,13487,13487,10000,2025-11-07,1
548,13494,13494,10000,2025-11-14,1
549,13517,13517,10000,2025-12-07,1
550,13579,13579,10000,2025-02-06,1
551,13600,13600,10000,2025-02-27,1
552,13629,13629,10000,2025-03-28,1
553,13639,13639,10000,2025-04-07,1
554,13646,13646,10000,2025-04-14,1
555,13653,13653,10000,2025-04-21,1
556,13683,13683,10000,2025-05-21,1
557,13751,13751,10000,2025-07-28,1
558,13761,13761,10000,2025-08-07,1
559,13782,13782,10000,2025-08-28,1
560,13813,13813,10000,2025-09-28,1
561,13843,13843,10000,2025-10-28,1
562,13867,13867,10000,2025-11-21,1
563,13890,13890,10000,2025-12-14,1
564,13904,13904,10000,2025-12-28,1
565,13959,13959,10000,2025-02-20,1
566,13995,13995,10000,2025-03-28,1
567,14019,14019,10000,2025-04-21,1
568,14035,14035,10000,2025-05-07,1
569,14049,14049,10000,2025-05-21,1
570,14066,14066,10000,2025-06-07,1
571,14096,14096,10000,2025-07-07,1
572,14110,14110,10000,2025-07-21,1
573,14158,14158,10000,2025-09-07,1
574,14165,14165,10000,2025-09-14,1
575,14209,14209,10000,2025-10-28,1
576,14263,14263,10000,2025-12-21,1
577,14294,14294,10000,2025-01-20,1
578,14332,14332,10000,2025-02-27,1
579,14340,14340,10000,2025-03-07,1
580,14371,14371,10000,2025-04-07,1
581,14432,14432,10000,2025-06-07,1
582,14462,14462,10000,2025-07-07,1
583,14483,14483,10000,2025-07-28,1
584,14524,14524,10000,2025-09-07,1
585,14545,14545,10000,2025-09-28,1
586,14585,14585,10000,2025-11-07,1
587,14599,14599,10000,2025-11-21,1
588,14606,14606,10000,2025-11-28,1
589,14615,14615,10000,2025-12-07,1
590,14636,14636,10000,2025-12-28,1
591,14646,14646,10000,2025-01-06,1
592,14653,14653,10000,2025-01-13,1
593,14660,14660,10000,2025-01-20,1
594,14751,14751,10000,2025-04-21,1
595,14774,14774,10000,2025-05-14,1
596,14819,14819,10000,2025-06-28,1
597,14835,14835,10000,2025-07-14,1
598,14842,14842,10000,2025-07-21,1
599,14965,14965,10000,2025-11-21,1
600,14972,14972,10000,2025-11-28,1
601,14981,14981,10000,2025-12-07,1
602,14995,14995,10000,2025-12-21,1
603,15019,15019,10000,2025-01-13,1
604,15057,15057,10000,2025-02-20,1
605,15064,15064,10000,2025-02-27,1
606,15086,15086,10000,2025-03-21,1
607,15117,15117,10000,2025-04-21,1
608,15124,15124,10000,2025-04-28,1
609,15164,15164,10000,2025-06-07,1
610,15201,15201,10000,2025-07-14,1
611,15215,15215,10000,2025-07-28,1
612,15225,15225,10000,2025-08-07,1
613,15239,15239,10000,2025-08-21,1
614,15256,15256,10000,2025-09-07,1
615,15270,15270,10000,2025-09-21,1
616,15277,15277,10000,2025-09-28,1
617,15293,15293,10000,2025-10-14,1
618,15317,15317,10000,2025-11-07,1
619,15331,15331,10000,2025-11-21,1
620,15347,15347,10000,2025-12-07,1
621,15354,15354,10000,2025-12-14,1
622,15385,15385,10000,2025-01-13,1
623,15430,15430,10000,2025-02-27,1
624,15445,15445,10000,2025-03-14,1
625,15452,15452,10000,2025-03-21,1
626,15459,15459,10000,2025-03-28,1
627,15476,15476,10000,2025-04-14,1
628,15483,15483,10000,2025-04-21,1
629,15506,15506,10000,2025-05-14,1
630,15530,15530,10000,2025-06-07,1
631,15574,15574,10000,2025-07-21,1
632,15591,15591,10000,2025-08-07,1
633,15673,15673,10000,2025-10-28,1
634,15683,15683,10000,2025-11-07,1
635,15734,15734,10000,2025-12-28,1
636,15744,15744,10000,2025-01-06,1
637,15782,15782,10000,2025-02-13,1
638,15818,15818,10000,2025-03-21,1
639,15842,15842,10000,2025-04-14,1
640,15886,15886,10000,2025-05-28,1
641,15917,15917,10000,2025-06-28,1
642,15940,15940,10000,2025-07-21,1
643,15964,15964,10000,2025-08-14,1
644,15978,15978,10000,2025-08-28,1
645,15988,15988,10000,2025-09-07,1
646,16009,16009,10000,2025-09-28,1
647,16018,16018,10000,2025-10-07,1
648,16032,16032,10000,2025-10-21,1
649,16056,16056,10000,2025-11-14,1
650,16093,16093,10000,2025-12-21,1
651,16117,16117,10000,2025-01-13,1
652,16124,16124,10000,2025-01-20,1
653,16184,16184,10000,2025-03-21,1
654,16231,16231,10000,2025-05-07,1
655,16252,16252,10000,2025-05-28,1
656,16262,16262,10000,2025-06-07,1
657,16283,16283,10000,2025-06-28,1
658,16292,16292,10000,2025-07-07,1
659,16306,16306,10000,2025-07-21,1
660,16313,16313,10000,2025-07-28,1
661,16323,16323,10000,2025-08-07,1
662,16354,16354,10000,2025-09-07,1
663,16368,16368,10000,2025-09-21,1
664,16384,16384,10000,2025-10-07,1
665,16391,16391,10000,2025-10-14,1
666,16429,16429,10000,2025-11-21,1
667,16483,16483,10000,2025-01-13,1
668,16521,16521,10000,2025-02-20,1
669,16550,16550,10000,2025-03-21,1
670,16588,16588,10000,2025-04-28,1
671,16604,16604,10000,2025-05-14,1
672,16628,16628,10000,2025-06-07,1
673,16635,16635,10000,2025-06-14,1
674,16649,16649,10000,2025-06-28,1
675,16672,16672,10000,2025-07-21,1
676,16679,16679,10000,2025-07-28,1
677,16703,16703,10000,2025-08-21,1
678,16710,16710,10000,2025-08-28,1
679,16720,16720,10000,2025-09-07,1
680,16734,16734,10000,2025-09-21,1
681,16811,16811,10000,2025-12-07,1
682,16818,16818,10000,2025-12-14,1
683,16916,16916,10000,2025-03-21,1
684,16923,16923,10000,2025-03-28,1
685,16940,16940,10000,2025-04-14,1
686,16970,16970,10000,2025-05-14,1
687,17008,17008,10000,2025-06-21,1
688,17038,17038,10000,2025-07-21,1
689,17116,17116,10000,2025-10-07,1
690,17137,17137,10000,2025-10-28,1
691,17184,17184,10000,2025-12-14,1
692,17198,17198,10000,2025-12-28,1
693,17208,17208,10000,2025-01-06,1
694,17239,17239,10000,2025-02-06,1
695,17282,17282,10000,2025-03-21,1
696,17289,17289,10000,2025-03-28,1
697,17320,17320,10000,2025-04-28,1
698,17329,17329,10000,2025-05-07,1
699,17404,17404,10000,2025-07-21,1
700,17411,17411,10000,2025-07-28,1
